"";"sentence";"sentiment";"prep_standard";"prep_full";"prep_masked"
4272;"The pulp production in Finnish Kemij+�rvi will also be liquidated and about 1,100 employees loose their jobs .";0;"pulp production kemij rvi liquidate 1 100 employee loose job";"pulp production kemij rvi liquidate 1100 employee loose job";"pulp production kemij rvi liquidate [NUMBER] employee loose job"
4273;"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .";1;"redesigned crushing circuit operation since start september overall production rate weekly basis excess average 40 000 tonne day";"redesigned crushing circuit operation since start september overall production rate weekly basis excess average 40000 tonne day";"redesigned crushing circuit operation since start september overall production rate weekly basis excess average [NUMBER] tonne day"
4274;"The resignation will be in effect immediately .";1;"resignation effect immediately";"resignation effect immediately";"resignation effect immediately"
4275;"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .";1;"scheme teliasonera altimo practically identical except involve merger stake vimpelcom kyivstar";"scheme teliasonera altimo practically identical except involve merger stake vimpelcom kyivstar";"scheme teliasonera altimo practically identical except involve merger stake vimpelcom kyivstar"
4276;"The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .";1;"share subscription c option commence 1 september 2008 expire 31 march 2011";"share subscription c option commence 2008-2009-01 expire 2011-2003-31";"share subscription c option commence [DATE] [DATE] [NUMBER] expire [DATE] [DATE] [NUMBER]"
4277;"The share subscription period will expire on 30 September 2007 .";1;"share subscription expire 30 september 2007";"share subscription expire 2007-2009-30";"share subscription expire [DATE] [DATE] [NUMBER]"
4278;"The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .";1;"subscription amer sport 2002 warrant scheme 31 december 2007";"subscription amer sport 2002 warrant scheme 2007-2012-31";"subscription amer sport [DATE] warrant scheme [DATE] [DATE] [NUMBER]"
4279;"The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .";1;"term condition stock option scheme 2004 available website";"term condition stock option scheme 2004 available website";"term condition stock option scheme [DATE] available website"
4280;"The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .";1;"transaction transfer lease agreement concern manufacturing premise employment agreement relate operation";"transaction transfer lease agreement concern manufacturing premise employment agreement relate operation";"transaction transfer lease agreement concern manufacturing premise employment agreement relate operation"
4281;"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .";1;"utility service relate electricity management hedge trade risk management reporting";"utility service relate electricity management hedge trade risk management reporting";"utility service relate electricity management hedge trade risk management reporting"
4282;"They are also upset that some of the machinery and work is taken over to Poland .";0;"upset machinery work take over poland";"upset machinery work take over poland";"upset machinery work take over poland"
4283;"They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .";0;"cover forest industry unit employee concern temporary permanent lay offs";"cover forest industry unit employee concern temporary permanent lay-offs";"cover forest industry unit employee concern temporary permanent lay-offs"
4284;"This is bad news for the barbeque season .";0;"bad news barbeque season";"bad news barbeque season";"bad news barbeque season"
4285;"This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .";1;"due postponement decision making project negotiation phase early estimation";"due postponement decision-making project negotiation phase early estimation";"due postponement decision-making project negotiation phase early estimation"
4286;"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .";0;"tornio work employ 2 300 more 1 800 scope fixed time temporary layoff april october";"tornio work employ 2300 more 1800 scope fixed-period part-time temporary layoff april-october";"tornio work employ [NUMBER] more [NUMBER] scope fixed-period part-time temporary layoff april-october"
4287;"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .";1;"adjust present situation cut capacity cost without however jeopardise asia strategy over long term";"adjust present situation cut capacity cost without however jeopardise asia strategy over long term";"adjust present situation cut capacity cost without however jeopardise asia strategy over long term"
4288;"When cruising , the revs fall as less engine output is required .";1;"cruise rev fall less engine output require";"cruise rev fall less engine output require";"cruise rev fall less engine output require"
4289;"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .";0;"web user click link contain mail find bogus site imitate bank retrieve personal banking data";"web user click link contain mail find bogus site imitate bank retrieve personal banking data";"web user click link contain mail find bogus site imitate bank retrieve personal banking data"
4290;"Viking Line has canceled some services .";0;"viking line cancel service";"viking line cancel service";"viking line cancel service"
4291;"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .";1;"z bavelloni long stand md dino bavelloni retire 2005";"z bavelloni long-standing md dino bavelloni retire 2005";"z bavelloni long-standing md dino bavelloni retire [DATE]"
4292;"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .";1;"try deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news";"try deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news";"try deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news"
